RB/1 rebuild companion listening on UDP 5009
Profile generation 0: replay IDR RTP NAL types [19, 32, 33, 34, 39]
[ffmpeg] [in#0/hevc @ 0000015497161f00] Stream #0: not enough frames to estimate rate; consider increasing probesize
SEQ=37 VPTS=165366 SPTS=165366 RPTS=165198 AGE=168 GEN=0 RGEN=22 REFREADY=1 USED=1 MODE=ROI-ESRGAN DROP=NONE DROP_REASON=NONE MATCH=0.93 DXR=0.00 DYR=0.00 AR=1.00 GEOM_DX_RATIO=0.00 GEOM_DY_RATIO=0.00 AREA_RATIO=1.00 SR=HIT SRSTATE=HIT SR_STATE=HIT SRLOOKUP=1/22:hit[1/14,1/20,1/19,1/16,1/22,1/15,1/21,1/17] SR_LOOKUP=1/22:hit[1/14,1/20,1/19,1/16,1/22,1/15,1/21,1/17] CACHE=1/22:hit[1/14,1/20,1/19,1/16,1/22,1/15,1/21,1/17]
SEQ=38 VPTS=165537 SPTS=165537 RPTS=165366 AGE=171 GEN=0 RGEN=23 REFREADY=1 USED=1 MODE=ROI-ESRGAN DROP=NONE DROP_REASON=NONE MATCH=0.90 DXR=0.00 DYR=0.00 AR=1.01 GEOM_DX_RATIO=0.00 GEOM_DY_RATIO=0.00 AREA_RATIO=1.01 SR=HIT SRSTATE=HIT SR_STATE=HIT SRLOOKUP=1/23:hit[1/20,1/23,1/19,1/16,1/22,1/15,1/21,1/17] SR_LOOKUP=1/23:hit[1/20,1/23,1/19,1/16,1/22,1/15,1/21,1/17] CACHE=1/23:hit[1/20,1/23,1/19,1/16,1/22,1/15,1/21,1/17]
SEQ=39 VPTS=165699 SPTS=165699 RPTS=165537 AGE=163 GEN=0 RGEN=24 REFREADY=1 USED=1 MODE=ROI-LANCZOS DROP=NONE DROP_REASON=NONE MATCH=0.93 DXR=0.00 DYR=0.00 AR=1.01 GEOM_DX_RATIO=0.00 GEOM_DY_RATIO=0.00 AREA_RATIO=1.01 SR=MISS SRSTATE=MISS SR_STATE=MISS SRLOOKUP=1/24:miss[1/20,1/23,1/19,1/16,1/22,1/15,1/21,1/17] SR_LOOKUP=1/24:miss[1/20,1/23,1/19,1/16,1/22,1/15,1/21,1/17] CACHE=1/24:miss[1/20,1/23,1/19,1/16,1/22,1/15,1/21,1/17]
SEQ=40 VPTS=165870 SPTS=165870 RPTS=165699 AGE=171 GEN=0 RGEN=25 REFREADY=1 USED=1 MODE=ROI-ESRGAN DROP=NONE DROP_REASON=NONE MATCH=0.89 DXR=0.01 DYR=0.00 AR=1.01 GEOM_DX_RATIO=0.01 GEOM_DY_RATIO=0.00 AREA_RATIO=1.01 SR=HIT SRSTATE=HIT SR_STATE=HIT SRLOOKUP=1/25:hit[1/20,1/23,1/19,1/22,1/25,1/24,1/21,1/17] SR_LOOKUP=1/25:hit[1/20,1/23,1/19,1/22,1/25,1/24,1/21,1/17] CACHE=1/25:hit[1/20,1/23,1/19,1/22,1/25,1/24,1/21,1/17]
SEQ=41 VPTS=166038 SPTS=166038 RPTS=165870 AGE=168 GEN=0 RGEN=26 REFREADY=1 USED=1 MODE=ROI-ESRGAN DROP=NONE DROP_REASON=NONE MATCH=0.89 DXR=0.00 DYR=0.01 AR=0.99 GEOM_DX_RATIO=0.00 GEOM_DY_RATIO=0.01 AREA_RATIO=0.99 SR=HIT SRSTATE=HIT SR_STATE=HIT SRLOOKUP=1/26:hit[1/20,1/26,1/23,1/19,1/22,1/25,1/24,1/21] SR_LOOKUP=1/26:hit[1/20,1/26,1/23,1/19,1/22,1/25,1/24,1/21] CACHE=1/26:hit[1/20,1/26,1/23,1/19,1/22,1/25,1/24,1/21]
SEQ=42 VPTS=166204 SPTS=166204 RPTS=166038 AGE=167 GEN=0 RGEN=27 REFREADY=1 USED=0 MODE=BASE-LANCZOS DROP=CONTENT DROP_REASON=CONTENT MATCH=none DXR=0.01 DYR=0.01 AR=1.02 GEOM_DX_RATIO=0.01 GEOM_DY_RATIO=0.01 AREA_RATIO=1.02 SR=MISS SRSTATE=HIT SR_STATE=HIT SRLOOKUP=1/27:hit[1/20,1/26,1/23,1/22,1/25,1/24,1/21,1/27] SR_LOOKUP=1/27:hit[1/20,1/26,1/23,1/22,1/25,1/24,1/21,1/27] CACHE=1/27:hit[1/20,1/26,1/23,1/22,1/25,1/24,1/21,1/27]
SEQ=43 VPTS=166366 SPTS=166366 RPTS=166204 AGE=163 GEN=0 RGEN=28 REFREADY=1 USED=0 MODE=BASE-LANCZOS DROP=CONTENT DROP_REASON=CONTENT MATCH=none DXR=0.01 DYR=0.00 AR=1.00 GEOM_DX_RATIO=0.01 GEOM_DY_RATIO=0.00 AREA_RATIO=1.00 SR=MISS SRSTATE=HIT SR_STATE=HIT SRLOOKUP=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27] SR_LOOKUP=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27] CACHE=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27]
SEQ=44 VPTS=166533 SPTS=166366 RPTS=none AGE=none GEN=0 RGEN=none REFREADY=0 USED=0 MODE=BASE-LANCZOS DROP=STATE DROP_REASON=STATE MATCH=none DXR=0.00 DYR=0.00 AR=0.00 GEOM_DX_RATIO=0.00 GEOM_DY_RATIO=0.00 AREA_RATIO=0.00 SR=MISS SRSTATE=MISS SR_STATE=MISS SRLOOKUP=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27] SR_LOOKUP=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27] CACHE=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27]
SEQ=45 VPTS=166701 SPTS=166533 RPTS=none AGE=none GEN=0 RGEN=none REFREADY=0 USED=0 MODE=BASE-LANCZOS DROP=STATE DROP_REASON=STATE MATCH=none DXR=0.00 DYR=0.00 AR=0.00 GEOM_DX_RATIO=0.00 GEOM_DY_RATIO=0.00 AREA_RATIO=0.00 SR=MISS SRSTATE=MISS SR_STATE=MISS SRLOOKUP=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27] SR_LOOKUP=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27] CACHE=1/28:hit[1/26,1/23,1/22,1/25,1/28,1/24,1/21,1/27]
SEQ=46 VPTS=166865 SPTS=166866 RPTS=166702 AGE=164 GEN=0 RGEN=31 REFREADY=1 USED=1 MODE=ROI-LANCZOS DROP=NONE DROP_REASON=NONE MATCH=0.82 DXR=0.00 DYR=0.00 AR=0.98 GEOM_DX_RATIO=0.00 GEOM_DY_RATIO=0.00 AREA_RATIO=0.98 SR=MISS SRSTATE=MISS SR_STATE=MISS SRLOOKUP=1/31:miss[1/30,1/26,1/23,1/29,1/25,1/28,1/24,1/27] SR_LOOKUP=1/31:miss[1/30,1/26,1/23,1/29,1/25,1/28,1/24,1/27] CACHE=1/31:miss[1/30,1/26,1/23,1/29,1/25,1/28,1/24,1/27]
